target,train_rows,test_rows,mae,rmse,r2,actual_mean,predicted_mean,mean_bias,actual_std,predicted_std,actual_min,predicted_min,actual_max,predicted_max,within_tolerance_pct,tolerance
target_currentspeed,521040,48360,1.7465082259985347,2.226951727107464,0.9618149139753621,36.030250549316406,35.31886192376944,-0.7113882862589921,11.396300315856934,11.127211984330797,6.0,6.775770658667175,59.70000076293945,54.4326157080579,97.38420181968569,5.0
target_traffic_density,521040,48360,0.03160744378999006,0.04140725489119238,0.9315539116539886,0.2164156138896942,0.22801766452202643,0.011602031877544612,0.15827128291130066,0.15500516680465065,0.0,0.010372701846782108,0.8700000047683716,0.8363868492477244,80.54797353184449,0.05
target_us_aqi,521040,48360,19.86402769434305,26.292759261260645,0.258537560822532,85.99925231933594,82.4808878953292,-3.5183676877973498,30.534555435180664,19.584367163776182,22.0,35.61798411254935,253.0,138.36740235870914,60.835401157981806,20.0
