target,months,rows,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2,mae_improvement_pct,actual_mean,predicted_mean,mean_bias,actual_std,predicted_std,actual_min,predicted_min,actual_max,predicted_max,within_tolerance_pct,tolerance
target_currentspeed,10,477360,2.5886450336029583,3.4739354071355453,0.9130123816707397,3.5752105712890625,4.8289019999526275,0.8319220542907715,27.594613464414557,34.31125259399414,34.61881576081444,0.30755989586282495,11.778582572937012,11.126778398108755,6.0,3.906552586839577,59.70000076293945,53.96938787846413,86.61136249371543,5.0
target_traffic_density,10,477360,0.04822816232002999,0.06761894311250724,0.8515401073790383,0.06733967363834381,0.0943532795495163,0.7109410762786865,28.38076023497619,0.2483331859111786,0.24066999459486924,-0.007663150049538033,0.17549462616443634,0.1605746554390406,0.0,0.012193108534647291,0.8700000047683716,0.8879224185796366,65.06033182503771,0.05
target_us_aqi,10,477360,13.838086885539983,18.958387311288224,0.643307154959132,14.83413314819336,20.646279564688676,0.5769660472869873,6.714556575047893,84.43053436279297,83.28790139349576,-1.1426164546691238,31.743452072143555,26.39336487499943,18.0,25.423108948076386,266.0,199.82625347204456,77.05128205128206,20.0
