test_month,province_key,target,rows,mae,rmse,r2,baseline_mae,mae_improvement_pct
2025-06,ho_chi_minh,target_currentspeed,15840,2.8637088374968767,3.6570460085529533,0.8774731191715749,4.027550220489502,28.897004860964188
2025-06,long_an,target_currentspeed,10800,3.0919416369314656,3.9664670404355213,0.8095662408620674,4.169814586639404,25.8494215345108
2025-06,tay_ninh,target_currentspeed,6480,3.0379568586221266,3.897861581032596,0.8531104395743538,4.323518753051758,29.734157936107408
2025-06,ba_ria_vung_tau,target_traffic_density,5760,0.05014187178022699,0.06734544925599356,0.8522636686878653,0.07094444334506989,29.32234095299096
2025-06,dong_nai,target_traffic_density,7920,0.0559086012012867,0.07333940921692621,0.8085242307227847,0.07804419100284576,28.36289225004834
2025-06,ho_chi_minh,target_traffic_density,15840,0.06353778073990686,0.08231270926666051,0.8302066875317151,0.09162689000368118,30.65596711036009
2025-06,long_an,target_traffic_density,10800,0.04977899548968496,0.0651893020165977,0.7988847743325269,0.06843240559101105,27.25815341463944
2025-06,tay_ninh,target_traffic_density,6480,0.05046718057163403,0.06623165776783684,0.8193520439427303,0.07356635481119156,31.399101258777442
2025-06,ba_ria_vung_tau,target_us_aqi,5760,10.628755520219368,14.240252039520914,0.4988551145487031,12.115103721618652,12.268555313703075
2025-06,dong_nai,target_us_aqi,7920,15.34156950682088,20.091217350975583,0.41787351404180384,16.264015197753906,5.671697177585137
2025-06,ho_chi_minh,target_us_aqi,15840,19.8852184265074,24.70860023219082,-0.2911465317960171,19.633270263671875,-1.2832715052148678
2025-06,long_an,target_us_aqi,10800,19.677197335552723,23.66051788737451,0.20269467333560576,19.304906845092773,-1.9284759747731404
2025-06,tay_ninh,target_us_aqi,6480,13.921412535560153,18.848758655109425,0.40303484680451174,15.75509262084961,11.638649987133961
2025-07,ba_ria_vung_tau,target_currentspeed,5952,2.910357982385257,3.708933847464768,0.8818113499583616,4.089549541473389,28.83426517100685
2025-07,dong_nai,target_currentspeed,8184,3.437384248171346,4.30805932124086,0.8280011688818567,4.760227203369141,27.78949194403006
2025-07,ho_chi_minh,target_currentspeed,16368,2.787370931113003,3.5465183367741844,0.8866798637305007,3.845808744430542,27.521852584332414
2025-07,long_an,target_currentspeed,11160,3.041754203477375,3.836378501303403,0.818586958487207,4.216012477874756,27.852343430190963
2025-07,tay_ninh,target_currentspeed,6696,3.022943545770556,3.8047744717980345,0.8609678813564481,4.245415210723877,28.795102581848052
2025-07,ba_ria_vung_tau,target_traffic_density,5952,0.05117079152464752,0.06659456761769131,0.8592277018557317,0.0735282301902771,30.40660520152977
2025-07,dong_nai,target_traffic_density,8184,0.05625356365549224,0.07237656057842227,0.8253514285545389,0.07891617715358734,28.71732300715597
2025-07,ho_chi_minh,target_traffic_density,16368,0.061672907212059924,0.080164815054435,0.8481836303998787,0.08746273070573807,29.486643380077066
2025-07,long_an,target_traffic_density,11160,0.048849016173733266,0.06276716915672712,0.8116981077875525,0.06886648386716843,29.067067997903603
2025-07,tay_ninh,target_traffic_density,6696,0.0510074622065765,0.06561409015663515,0.8286270685702976,0.07239247113466263,29.540377048749
2025-07,ba_ria_vung_tau,target_us_aqi,5952,5.63152658769913,7.331435933015164,0.6477809579626539,6.24781608581543,9.864078738096605
2025-07,dong_nai,target_us_aqi,8184,9.811152948623956,12.578243174001484,0.45486700396760116,8.979472160339355,-9.262023128241086
2025-07,ho_chi_minh,target_us_aqi,16368,16.166711282451484,19.133125881979915,-0.050093172872695435,13.096957206726074,-23.438681422497943
2025-07,long_an,target_us_aqi,11160,14.206920776885179,17.591900940855865,0.31001570731086914,10.914068222045898,-30.170716252147617
2025-07,tay_ninh,target_us_aqi,6696,9.588260906546576,12.57323119588931,0.4096900601906206,8.3793306350708,-14.427527974799396
2025-08,ba_ria_vung_tau,target_currentspeed,5952,2.980500744843105,3.862517319062375,0.8719334665234143,4.123958587646484,27.727190234854977
2025-08,dong_nai,target_currentspeed,8184,3.5021656845314415,4.402332429794724,0.816714330903093,5.00080680847168,29.967986793679895
2025-08,ho_chi_minh,target_currentspeed,16368,2.7950590734792935,3.5602895680588893,0.8837137402630917,3.9062440395355225,28.446378536768428
2025-08,long_an,target_currentspeed,11160,3.2161171885764532,4.0307757043912735,0.8015535839663152,4.47392463684082,28.114184979936198
2025-08,tay_ninh,target_currentspeed,6696,3.1191925999067256,3.8828959121853077,0.8519337893520146,4.414277076721191,29.33854070112926
2025-08,ba_ria_vung_tau,target_traffic_density,5952,0.052674507965081656,0.06983440214710662,0.8473711543669882,0.07520497590303421,29.958746302907258
2025-08,dong_nai,target_traffic_density,8184,0.057419184679821614,0.07455602640114274,0.8097522686046903,0.08369868248701096,31.397743699570906
2025-08,ho_chi_minh,target_traffic_density,16368,0.062055248466167445,0.08080084750623938,0.8417819817730768,0.0897916629910469,30.889743658768243
2025-08,long_an,target_traffic_density,11160,0.05197526967323978,0.06685166399389307,0.7878776253767799,0.07331272214651108,29.104706316360314
2025-08,tay_ninh,target_traffic_density,6696,0.05213624584438699,0.06701316806293448,0.8137481487086894,0.07507915049791336,30.55829015295533
2025-08,ba_ria_vung_tau,target_us_aqi,5952,8.739440350033421,11.8931601938693,0.5050788134785005,11.091398239135742,21.205242462609377
2025-08,dong_nai,target_us_aqi,8184,11.218702540333963,14.717090957677323,0.5322772492125356,14.809017181396484,24.244111523975935
2025-08,ho_chi_minh,target_us_aqi,16368,13.500479210787523,17.73712716975136,0.39058584585316114,18.11638641357422,25.47918275428314
2025-08,long_an,target_us_aqi,11160,10.534535102694665,14.1077786661905,0.6440560738493886,13.037007331848145,19.19514322155962
2025-08,tay_ninh,target_us_aqi,6696,8.479327329809932,10.833910817166885,0.6760464758006962,9.893219947814941,14.291531225051635
2025-09,ba_ria_vung_tau,target_currentspeed,5760,3.055911830398082,3.9269795418258497,0.8648314545332999,4.255277633666992,28.18537135578989
2025-09,dong_nai,target_currentspeed,7920,3.3769353519215235,4.250166800090248,0.8211330822608749,4.92315673828125,31.40711272376707
2025-09,ho_chi_minh,target_currentspeed,15840,2.8098675414927254,3.5791959244469336,0.881570430278185,3.9227523803710938,28.369999708548747
2025-09,long_an,target_currentspeed,10800,3.1637601345945567,4.021771585259748,0.7992470313482916,4.506157398223877,29.79028793265039
2025-09,tay_ninh,target_currentspeed,6480,3.137119196350847,3.9601224788675755,0.8492361204238004,4.444568157196045,29.416782792009908
2025-09,ba_ria_vung_tau,target_traffic_density,5760,0.05342680720452365,0.070799282131905,0.8392275328202896,0.07744617760181427,31.014274869426142
2025-09,dong_nai,target_traffic_density,7920,0.055800202097322435,0.07218525302633867,0.8115865624793207,0.08260100334882736,32.446096493917956
2025-09,ho_chi_minh,target_traffic_density,15840,0.06230445307960888,0.08191793418848721,0.8355596273292264,0.0903547927737236,31.044661642201387
2025-09,long_an,target_traffic_density,10800,0.051491508645160895,0.06710769067069519,0.7828398964139056,0.07391388714313507,30.335812882568316
2025-09,tay_ninh,target_traffic_density,6480,0.05262835823784803,0.06824345548223883,0.8129755213500709,0.07562808692455292,30.411623012029334
2025-09,ba_ria_vung_tau,target_us_aqi,5760,8.231149087745228,13.069636777433532,0.40979830694623687,11.51475715637207,28.516520357615615
2025-09,dong_nai,target_us_aqi,7920,9.525597286720496,13.634500118221798,0.5349339004179814,12.378661155700684,23.048242722649213
2025-09,ho_chi_minh,target_us_aqi,15840,13.390027318797644,18.13510135559832,0.19983386992226448,16.087499618530273,16.767504980236733
2025-09,long_an,target_us_aqi,10800,10.449989589141595,15.011830849759805,0.583494235432994,12.852222442626953,18.691186401488626
2025-09,tay_ninh,target_us_aqi,6480,8.746887112385357,12.002280896962803,0.6250876701689541,10.910802841186523,19.83278187955824
2025-10,ba_ria_vung_tau,target_currentspeed,5952,2.9230872200034637,3.7317952130997862,0.8772084463162164,4.150269031524658,29.568729212486076
2025-10,dong_nai,target_currentspeed,8184,3.4410533364029097,4.258228593756464,0.8267614414512227,4.8479228019714355,29.02004679192528
2025-10,ho_chi_minh,target_currentspeed,16368,2.7005644496060506,3.3925792072724965,0.8988612065616488,3.7924914360046387,28.791811526117115
2025-10,long_an,target_currentspeed,11160,3.116432322171078,3.888708238624739,0.8181157696014594,4.326084136962891,27.961818968251592
2025-10,tay_ninh,target_currentspeed,6696,3.2096369781033145,4.008797984505167,0.8488688937340962,4.439919471740723,27.709567740314476
2025-10,ba_ria_vung_tau,target_traffic_density,5952,0.051773554554255564,0.06719059089818022,0.8526991277323179,0.07487902790307999,30.857069056413366
2025-10,dong_nai,target_traffic_density,8184,0.05589133924525352,0.07074294788651182,0.8240113492296361,0.0795808881521225,29.76788706050293
2025-10,ho_chi_minh,target_traffic_density,16368,0.06031167195481572,0.07654410214372634,0.8644443658099604,0.08709126710891724,30.748886820776967
2025-10,long_an,target_traffic_density,11160,0.04990774451866761,0.06366533123615421,0.8096661170909609,0.07052239775657654,29.23135612754533
2025-10,tay_ninh,target_traffic_density,6696,0.05336303482142466,0.06882171215382345,0.8140656139702145,0.07544205337762833,29.26619513613478
2025-10,ba_ria_vung_tau,target_us_aqi,5952,11.397704495648135,19.267110715037198,0.4196539223787846,14.59744644165039,21.919874539649225
2025-10,dong_nai,target_us_aqi,8184,11.977233242890751,15.045456317620829,0.5144487949331243,15.086143493652344,20.60772027039051
2025-10,ho_chi_minh,target_us_aqi,16368,13.773263769433699,17.841357725339194,0.12111038456323753,16.977272033691406,18.872338605986588
2025-10,long_an,target_us_aqi,11160,13.248867747813263,17.466845701743463,0.32037365039533716,15.621685028076172,15.189253118331015
2025-10,tay_ninh,target_us_aqi,6696,11.48686914278214,14.419519345314525,0.3892745466599584,13.081839561462402,12.19224873678211
2025-11,ba_ria_vung_tau,target_currentspeed,5760,2.2679953626034037,3.018326213750757,0.9131067575850452,3.3116493225097656,31.514627856654176
2025-11,dong_nai,target_currentspeed,7920,2.658641037492964,3.5252106449557354,0.8643240806856529,3.752095937728882,29.14250910379916
2025-11,ho_chi_minh,target_currentspeed,15840,2.1783038813136715,2.800817402819505,0.9253375238861932,3.151193380355835,30.873684398648493
2025-11,long_an,target_currentspeed,10800,2.4030484997466983,3.1109118395272755,0.8624750971982924,3.330435037612915,27.845807751617933
2025-11,tay_ninh,target_currentspeed,6480,2.3981659369192845,3.1677735747355595,0.8919149950895436,3.357145071029663,28.565317072111277
2025-11,ba_ria_vung_tau,target_traffic_density,5760,0.04038553353614072,0.05454433056360038,0.882635285474932,0.06042708456516266,33.166503353988155
2025-11,dong_nai,target_traffic_density,7920,0.045184131745936724,0.06015565393147841,0.8434951818717811,0.06318560242652893,28.48982994428832
2025-11,ho_chi_minh,target_traffic_density,15840,0.049089197111440164,0.06296458782103846,0.8879458631372465,0.07250947505235672,32.29961039437334
2025-11,long_an,target_traffic_density,10800,0.03972711431908825,0.05205851036789328,0.8349271233580595,0.055064816027879715,27.853905297760143
2025-11,tay_ninh,target_traffic_density,6480,0.040341034853356404,0.05486524338623843,0.8451607977609832,0.05792746692895889,30.359401175214764
2025-11,ba_ria_vung_tau,target_us_aqi,5760,16.04283432104621,28.27125809766155,0.4063466261885217,16.77604103088379,4.370558634708773
2025-11,dong_nai,target_us_aqi,7920,11.676385799138338,15.51986058990699,0.5425339583216426,14.544696807861328,19.720665522382596
2025-11,ho_chi_minh,target_us_aqi,15840,13.67822871491179,18.599018526152296,0.3324595821450539,17.533523559570312,21.988135080550823
2025-11,long_an,target_us_aqi,10800,13.435413010511658,17.402341703335786,0.5709997552243462,16.568241119384766,18.908634213487595
2025-11,tay_ninh,target_us_aqi,6480,10.127219715248327,12.711179504622978,0.6227052542981053,11.161419868469238,9.2658475839844
2025-12,ba_ria_vung_tau,target_currentspeed,5952,1.6432137727116072,2.13130950565508,0.9545039716745917,2.488676071166992,33.972372228376436
2025-12,dong_nai,target_currentspeed,8184,1.6827025546215781,2.231253613611935,0.9415223063067908,2.572922945022583,34.599574469308145
2025-12,ho_chi_minh,target_currentspeed,16368,1.5267267465719416,1.9914202230021336,0.9604260486875038,2.3910131454467773,36.147287626615615
2025-12,long_an,target_currentspeed,11160,1.629742548610545,2.105630187073205,0.9313890714735724,2.4287633895874023,32.89825778840461
2025-12,tay_ninh,target_currentspeed,6696,1.5468164041451264,1.973964656873233,0.9542238020714067,2.373506546020508,34.82990781135341
2025-12,ba_ria_vung_tau,target_traffic_density,5952,0.028454312014529214,0.037868655872355196,0.937019586568426,0.04564347863197327,37.6596331669669
2025-12,dong_nai,target_traffic_density,8184,0.027064122861298376,0.037053199734091116,0.9338732655732601,0.04349340498447418,37.774191579253355
2025-12,ho_chi_minh,target_traffic_density,16368,0.03247154513383388,0.04363651522867295,0.9392670200106561,0.05471590533852577,40.654285197451564
2025-12,long_an,target_traffic_density,11160,0.025703994237451427,0.033814587126741666,0.9206532110324805,0.039451614022254944,34.84678669179006
2025-12,tay_ninh,target_traffic_density,6696,0.024839337679202,0.03198476584446206,0.9380833906153195,0.04012544825673103,38.09580015088004
2025-12,ba_ria_vung_tau,target_us_aqi,5952,14.115590906141238,23.971810788335805,0.5239963935841241,16.58400535583496,14.884308083181063
2025-12,dong_nai,target_us_aqi,8184,12.539947866745,17.80791981828512,0.3523997966468697,14.048264503479004,10.736675952823024
2025-12,ho_chi_minh,target_us_aqi,16368,19.513104497294243,25.993459517027432,-0.11683161397562158,19.732465744018555,1.111676815102571
2025-12,long_an,target_us_aqi,11160,18.213131689028327,23.75702464489508,0.27377844687436004,20.463708877563477,10.997894868425806
2025-12,tay_ninh,target_us_aqi,6696,14.462731601282494,19.925074059504453,0.3805878010161773,15.828554153442383,8.628852255989855
