target,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2,mae_improvement_pct,iterations
target_currentspeed,1.5940140395934959,2.075215895395936,0.9668412051546684,2.440105438232422,3.3506330432877136,0.913557767868042,34.674378630614534,180
target_traffic_density,0.028443504510914625,0.0381947314930222,0.9417625062805943,0.046157363802194595,0.06755319766782622,0.8178254961967468,38.37710352608515,180
target_us_aqi,16.66944634570409,23.201148149749255,0.4226545067797933,18.011228561401367,25.533714595700477,0.3007301092147827,7.449698454067485,180
