target,train_rows,test_rows,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2,mae_improvement_pct,actual_mean,predicted_mean,mean_bias,actual_std,predicted_std,actual_min,predicted_min,actual_max,predicted_max,within_tolerance_pct,tolerance
target_currentspeed,475800,88985,1.571421110360741,2.0663287559651677,0.9660376563118267,2.375718355178833,3.26514632079725,0.9151983857154846,33.8549072142665,36.397979736328125,36.30209754427718,-0.09588189100345153,11.212451934814453,11.051199310977763,6.0,6.995539608020638,60.099998474121094,53.7369695887316,97.91762656627522,5.0
target_traffic_density,475800,88985,0.028064293368076764,0.03854623080852252,0.935878005084759,0.04439445212483406,0.06543751214340629,0.8152022361755371,36.784233108312826,0.20783670246601105,0.2103748464559822,0.002538132476255762,0.15222233533859253,0.1476697068211476,0.0,0.019012714862188185,0.8600000143051147,0.8289223289316151,85.83581502500421,0.05
target_us_aqi,475800,88985,15.416343202135039,20.21615551393948,0.5602597563883405,17.77373695373535,23.916957875604446,0.38452422618865967,13.26335456486476,89.68370056152344,91.60669784663118,1.9229983467154594,30.48600196838379,24.93220235625581,24.0,34.57676497213344,208.0,161.2178860934206,72.32567286621341,20.0
