variant,target,feature,gain
xgboost_multisource_next_day,target_traffic_density,lag24_congestion_ratio,84.15257263183594
xgboost_multisource_next_day,target_traffic_density,lag72_traffic_density,25.67665672302246
xgboost_multisource_next_day,target_traffic_density,lag72_congestion_ratio,17.60697364807129
xgboost_multisource_next_day,target_traffic_density,lag48_congestion_ratio,12.655996322631836
xgboost_multisource_next_day,target_traffic_density,lag48_traffic_density,11.539345741271973
xgboost_multisource_next_day,target_traffic_density,target_dow_cos,3.3748295307159424
xgboost_multisource_next_day,target_traffic_density,target_dow_sin,2.050175428390503
xgboost_multisource_next_day,target_traffic_density,lag48_currentspeed,1.7906208038330078
xgboost_multisource_next_day,target_traffic_density,target_hour_cos,1.5871367454528809
xgboost_multisource_next_day,target_traffic_density,rolling72_traffic_density_mean,1.2757307291030884
xgboost_multisource_next_day,target_traffic_density,rolling48_currentspeed_min,1.1251438856124878
xgboost_multisource_next_day,target_traffic_density,rolling48_traffic_density_mean,1.0235025882720947
xgboost_multisource_next_day,target_traffic_density,lag72_currentspeed,0.9835397005081177
xgboost_multisource_next_day,target_traffic_density,rolling72_currentspeed_min,0.9511675238609314
xgboost_multisource_next_day,target_traffic_density,rolling24_traffic_density_mean,0.9130659699440002
xgboost_multisource_next_day,target_traffic_density,rolling72_traffic_density_std,0.8994397521018982
xgboost_multisource_next_day,target_traffic_density,rolling72_traffic_density_max,0.8474786281585693
xgboost_multisource_next_day,target_traffic_density,rolling72_currentspeed_mean,0.8350620269775391
xgboost_multisource_next_day,target_traffic_density,target_hour_sin,0.7584848403930664
xgboost_multisource_next_day,target_traffic_density,estimated_vehicles,0.7246334552764893
xgboost_multisource_next_day,target_traffic_density,rolling48_currentspeed_mean,0.6526665091514587
xgboost_multisource_next_day,target_traffic_density,rolling48_traffic_density_std,0.6120062470436096
xgboost_multisource_next_day,target_traffic_density,rolling24_currentspeed_mean,0.5023429989814758
xgboost_multisource_next_day,target_traffic_density,rolling48_traffic_density_max,0.4295910596847534
xgboost_multisource_next_day,target_traffic_density,rolling72_us_aqi_min,0.4127911627292633
xgboost_multisource_next_day,target_traffic_density,rolling72_traffic_density_min,0.4011772871017456
xgboost_multisource_next_day,target_traffic_density,green_per_capita_m2,0.3688163459300995
xgboost_multisource_next_day,target_traffic_density,green_area_m2,0.3651775121688843
xgboost_multisource_next_day,target_traffic_density,target_doy_cos,0.3587380349636078
xgboost_multisource_next_day,target_traffic_density,lon,0.3585714101791382
xgboost_multisource_next_day,target_traffic_density,lag72_ozone,0.3335564434528351
xgboost_multisource_next_day,target_traffic_density,target_doy_sin,0.3331511914730072
xgboost_multisource_next_day,target_traffic_density,forecast_relative_humidity_2m,0.32536303997039795
xgboost_multisource_next_day,target_traffic_density,rolling48_us_aqi_mean,0.3195306360721588
xgboost_multisource_next_day,target_traffic_density,lag24_temperature_2m,0.31934505701065063
xgboost_multisource_next_day,target_traffic_density,rolling72_currentspeed_std,0.3180455267429352
xgboost_multisource_next_day,target_traffic_density,lag24_ozone,0.3143521249294281
xgboost_multisource_next_day,target_traffic_density,rolling24_us_aqi_std,0.3133728802204132
xgboost_multisource_next_day,target_traffic_density,lat,0.3076183795928955
xgboost_multisource_next_day,target_traffic_density,lag72_relative_humidity_2m,0.3001086115837097
xgboost_multisource_next_day,target_traffic_density,rolling24_currentspeed_max,0.28934916853904724
xgboost_multisource_next_day,target_traffic_density,lag24_relative_humidity_2m,0.28877589106559753
xgboost_multisource_next_day,target_traffic_density,rolling48_traffic_density_min,0.2879064977169037
