province,province_slug,location_name,lat,lon,status,attempts,rows,total_null_values,error,request_url
Long An,long_an,Kien_Tuong,10.766,105.927,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.766&longitude=105.927&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Ben_Luc,10.642,106.485,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.642&longitude=106.485&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Can_Duoc,10.541,106.598,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.541&longitude=106.598&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Can_Giuoc,10.608,106.672,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.608&longitude=106.672&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Chau_Thanh,10.458,106.492,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.458&longitude=106.492&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Duc_Hoa,10.895,106.403,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.895&longitude=106.403&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Duc_Hue,10.874,106.267,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.874&longitude=106.267&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Moc_Hoa,10.756,105.96,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.756&longitude=105.96&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Tan_Hung,10.833,105.662,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.833&longitude=105.662&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Tan_Thanh,10.603,106.075,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.603&longitude=106.075&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Tan_Tru,10.524,106.517,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.524&longitude=106.517&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Thanh_Hoa,10.62,106.183,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.62&longitude=106.183&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Thu_Thua,10.657,106.344,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.657&longitude=106.344&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Long An,long_an,Vinh_Hung,10.892,105.785,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.892&longitude=105.785&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Bien_Hoa,10.9574,106.8427,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.9574&longitude=106.8427&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Long_Khanh,10.9273,107.2465,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.9273&longitude=107.2465&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Cam_My,10.787,107.257,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.787&longitude=107.257&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Dinh_Quan,11.199,107.353,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=11.199&longitude=107.353&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Long_Thanh,10.79,106.947,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.79&longitude=106.947&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Nhon_Trach,10.708,106.883,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.708&longitude=106.883&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Tan_Phu,11.374,107.401,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=11.374&longitude=107.401&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Thong_Nhat,10.951,107.159,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.951&longitude=107.159&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Trang_Bom,10.951,107.005,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.951&longitude=107.005&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Vinh_Cuu,11.204,107.054,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=11.204&longitude=107.054&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
Đồng Nai,dong_nai,Xuan_Loc,10.926,107.416,success,1,8760,0,,https://air-quality-api.open-meteo.com/v1/air-quality?latitude=10.926&longitude=107.416&hourly=pm10%2Cpm2_5%2Ccarbon_monoxide%2Cnitrogen_dioxide%2Csulphur_dioxide%2Cozone%2Cus_aqi%2Cus_aqi_pm2_5%2Cus_aqi_pm10%2Cus_aqi_nitrogen_dioxide%2Cus_aqi_carbon_monoxide%2Cus_aqi_ozone%2Cus_aqi_sulphur_dioxide&start_date=2025-01-01&end_date=2025-12-31&timezone=Asia%2FHo_Chi_Minh&domains=cams_global&cell_selection=nearest
