scope,rows,actual_mean,predicted_mean,mae,rmse,r2,mean_bias,pearson_correlation,median_absolute_error,p95_absolute_error,max_absolute_error,within_10_aqi_pct,within_20_aqi_pct,aqi_category_accuracy_pct
ho_chi_minh_2026_01,16368,93.29160557184751,100.97771163556939,16.794171462671066,20.50513486066764,0.1130536067572443,7.686106063721896,0.5166132759107285,15.196700000000007,37.785995,115.910515,34.3291788856305,63.26368523949169,61.4980449657869
